FISCAL_YEAR,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,PCTWAITING
2012,Vancouver Island,West Coast General Hospital,Cholecystectomy,8,56,0.125
2012,Vancouver Island,West Coast General Hospital,Hand/Wrist Surgery,13,17,0.433333333
2012,Vancouver Island,West Coast General Hospital,Nerve Surgery,5,15,0.25
2013,Fraser,Abbotsford Regional Hospital and Cancer Centre,Bladder Surgery,59,172,0.255411255
2013,Fraser,Abbotsford Regional Hospital and Cancer Centre,Cholecystectomy,50,277,0.152905199
2013,Fraser,Abbotsford Regional Hospital and Cancer Centre,Dental Surgery,16,150,0.096385542
2013,Fraser,Abbotsford Regional Hospital and Cancer Centre,Examination Under Anaesthetic,11,26,0.297297297
2013,Fraser,Abbotsford Regional Hospital and Cancer Centre,Fracture Repair,6,31,0.162162162
2013,Fraser,Abbotsford Regional Hospital and Cancer Centre,Hand/Wrist Surgery,16,24,0.4
2013,Fraser,Abbotsford Regional Hospital and Cancer Centre,Hip Replacement,49,107,0.314102564
2013,Fraser,Abbotsford Regional Hospital and Cancer Centre,Knee Replacement,124,298,0.293838863
2013,Fraser,Abbotsford Regional Hospital and Cancer Centre,Nasal Surgery,35,58,0.376344086
2013,Fraser,Abbotsford Regional Hospital and Cancer Centre,Nerve Surgery,0,10,0
2013,Fraser,Abbotsford Regional Hospital and Cancer Centre,Tendon Surgery,0,21,0
2013,Fraser,Burnaby Hospital,Bladder Surgery,45,225,0.166666667
2013,Fraser,Burnaby Hospital,Cataract Surgery,1010,1913,0.345535409
2013,Fraser,Burnaby Hospital,Cholecystectomy,130,139,0.483271375
2013,Fraser,Burnaby Hospital,Examination Under Anaesthetic,0,26,0
2013,Fraser,Burnaby Hospital,Fracture Repair,0,37,0
2013,Fraser,Burnaby Hospital,Hand/Wrist Surgery,56,107,0.343558282
2013,Fraser,Burnaby Hospital,Hip Replacement,126,171,0.424242424
2013,Fraser,Burnaby Hospital,Knee Replacement,214,245,0.466230937
2013,Fraser,Burnaby Hospital,Nasal Surgery,146,338,0.301652893
2013,Fraser,Burnaby Hospital,Nerve Surgery,7,9,0.4375
2013,Fraser,Burnaby Hospital,Tendon Surgery,0,10,0
2013,Fraser,Delta Hospital,Bladder Surgery,8,145,0.052287582
2013,Fraser,Delta Hospital,Cataract Surgery,160,790,0.168421053
2013,Fraser,Delta Hospital,Cholecystectomy,62,381,0.139954853
2013,Fraser,Delta Hospital,Examination Under Anaesthetic,5,11,0.3125
2013,Fraser,Delta Hospital,Hand/Wrist Surgery,6,23,0.206896552
2013,Fraser,Delta Hospital,Nasal Surgery,11,43,0.203703704
2013,Fraser,Delta Hospital,Nerve Surgery,0,0,1
2013,Fraser,Eagle Ridge Hospital,Bladder Surgery,39,128,0.233532934
2013,Fraser,Eagle Ridge Hospital,Cholecystectomy,78,335,0.188861985
2013,Fraser,Eagle Ridge Hospital,Dental Surgery,91,257,0.261494253
2013,Fraser,Eagle Ridge Hospital,Examination Under Anaesthetic,39,104,0.272727273
2013,Fraser,Eagle Ridge Hospital,Facial Bone Reconstruction,0,10,0
2013,Fraser,Eagle Ridge Hospital,Fracture Repair,6,72,0.076923077
2013,Fraser,Eagle Ridge Hospital,Hand/Wrist Surgery,37,156,0.191709845
2013,Fraser,Eagle Ridge Hospital,Hip Replacement,17,19,0.472222222
2013,Fraser,Eagle Ridge Hospital,Knee Replacement,32,68,0.32
2013,Fraser,Eagle Ridge Hospital,Nasal Surgery,180,211,0.460358056
2013,Fraser,Eagle Ridge Hospital,Nerve Surgery,11,34,0.244444444
2013,Fraser,Eagle Ridge Hospital,Tendon Surgery,7,39,0.152173913
2013,Fraser,Langley Memorial Hospital,Bladder Surgery,33,212,0.134693878
2013,Fraser,Langley Memorial Hospital,Cataract Surgery,656,1381,0.322042219
2013,Fraser,Langley Memorial Hospital,Cholecystectomy,22,150,0.127906977
2013,Fraser,Langley Memorial Hospital,Dental Surgery,30,162,0.15625
2013,Fraser,Langley Memorial Hospital,Examination Under Anaesthetic,6,7,0.461538462
2013,Fraser,Langley Memorial Hospital,Facial Bone Reconstruction,10,33,0.23255814
2013,Fraser,Langley Memorial Hospital,Fracture Repair,0,10,0
2013,Fraser,Langley Memorial Hospital,Hand/Wrist Surgery,7,25,0.21875
2013,Fraser,Langley Memorial Hospital,Hip Replacement,55,109,0.335365854
2013,Fraser,Langley Memorial Hospital,Knee Replacement,150,244,0.38071066
2013,Fraser,Langley Memorial Hospital,Nasal Surgery,8,17,0.32
2013,Fraser,Langley Memorial Hospital,Tendon Surgery,0,9,0
2013,Fraser,Pattison Outpatient Centre,Bladder Surgery,44,102,0.301369863
2013,Fraser,Pattison Outpatient Centre,Cholecystectomy,83,309,0.211734694
2013,Fraser,Pattison Outpatient Centre,Examination Under Anaesthetic,5,18,0.217391304
2013,Fraser,Pattison Outpatient Centre,Fracture Repair,0,14,0
2013,Fraser,Pattison Outpatient Centre,Hand/Wrist Surgery,13,20,0.393939394
2013,Fraser,Pattison Outpatient Centre,Nasal Surgery,153,315,0.326923077
2013,Fraser,Pattison Outpatient Centre,Nerve Surgery,0,12,0
2013,Fraser,Pattison Outpatient Centre,Tendon Surgery,0,16,0
2013,Fraser,Peace Arch Hospital,Bladder Surgery,9,128,0.065693431
2013,Fraser,Peace Arch Hospital,Cataract Surgery,473,849,0.357791225
2013,Fraser,Peace Arch Hospital,Cholecystectomy,49,148,0.248730964
2013,Fraser,Peace Arch Hospital,Dental Surgery,0,12,0
2013,Fraser,Peace Arch Hospital,Examination Under Anaesthetic,5,17,0.227272727
2013,Fraser,Peace Arch Hospital,Facial Bone Reconstruction,0,25,0
2013,Fraser,Peace Arch Hospital,Fracture Repair,5,17,0.227272727
2013,Fraser,Peace Arch Hospital,Hand/Wrist Surgery,9,12,0.428571429
2013,Fraser,Peace Arch Hospital,Hip Replacement,57,74,0.435114504
2013,Fraser,Peace Arch Hospital,Knee Replacement,116,163,0.415770609
2013,Fraser,Peace Arch Hospital,Nasal Surgery,19,77,0.197916667
2013,Fraser,Peace Arch Hospital,Tendon Surgery,0,16,0
2013,Fraser,Royal Columbian Hospital,Bladder Surgery,7,34,0.170731707
2013,Fraser,Royal Columbian Hospital,Cholecystectomy,21,91,0.1875
2013,Fraser,Royal Columbian Hospital,Cranial Surgery,20,274,0.068027211
2013,Fraser,Royal Columbian Hospital,Dental Surgery,9,11,0.45
2013,Fraser,Royal Columbian Hospital,Examination Under Anaesthetic,0,43,0
2013,Fraser,Royal Columbian Hospital,Fracture Repair,12,426,0.02739726
2013,Fraser,Royal Columbian Hospital,Hip Replacement,16,36,0.307692308
2013,Fraser,Royal Columbian Hospital,Knee Replacement,63,42,0.6
2013,Fraser,Royal Columbian Hospital,Nerve Surgery,5,38,0.11627907
2013,Fraser,Royal Columbian Hospital,Tendon Surgery,0,93,0
2013,Interior,100 Mile District General Hospital,Dental Surgery,10,24,0.294117647
2013,Interior,Cariboo Memorial Hospital,Bladder Surgery,0,15,0
2013,Interior,Cariboo Memorial Hospital,Cholecystectomy,6,94,0.06
2013,Interior,Cariboo Memorial Hospital,Dental Surgery,0,7,0
2013,Interior,Creston Valley Hospital,Dental Surgery,0,10,0
2013,Interior,Creston Valley Hospital,Hand/Wrist Surgery,6,31,0.162162162
2013,Interior,East Kootenay Regional Hospital,Bladder Surgery,7,50,0.122807018
2013,Interior,East Kootenay Regional Hospital,Cataract Surgery,153,897,0.145714286
2013,Interior,East Kootenay Regional Hospital,Cholecystectomy,18,108,0.142857143
2013,Interior,East Kootenay Regional Hospital,Dental Surgery,0,6,0
2013,Interior,East Kootenay Regional Hospital,Hand/Wrist Surgery,16,32,0.333333333
2013,Interior,East Kootenay Regional Hospital,Hip Replacement,30,75,0.285714286
2013,Interior,East Kootenay Regional Hospital,Knee Replacement,60,135,0.307692308
2013,Interior,East Kootenay Regional Hospital,Nasal Surgery,84,94,0.471910112
2013,Interior,East Kootenay Regional Hospital,Nerve Surgery,0,9,0
2013,Interior,East Kootenay Regional Hospital,Tendon Surgery,0,9,0
2013,Interior,Elk Valley Hospital,Cholecystectomy,0,7,0
2013,Interior,Elk Valley Hospital,Dental Surgery,0,15,0
2013,Interior,Elk Valley Hospital,Hand/Wrist Surgery,9,15,0.375
2013,Interior,Kelowna General Hospital,Bariatric Surgery,0,5,0
2013,Interior,Kelowna General Hospital,Bladder Surgery,52,286,0.153846154
2013,Interior,Kelowna General Hospital,Cataract Surgery,518,1645,0.239482201
2013,Interior,Kelowna General Hospital,Cholecystectomy,74,214,0.256944444
2013,Interior,Kelowna General Hospital,Dental Surgery,0,17,0
2013,Interior,Kelowna General Hospital,Facial Bone Reconstruction,5,57,0.080645161
2013,Interior,Kelowna General Hospital,Fracture Repair,10,31,0.243902439
2013,Interior,Kelowna General Hospital,Hand/Wrist Surgery,18,32,0.36
2013,Interior,Kelowna General Hospital,Hip Replacement,176,275,0.390243902
2013,Interior,Kelowna General Hospital,Knee Replacement,347,373,0.481944444
2013,Interior,Kelowna General Hospital,Lung Surgery,0,82,0
2013,Interior,Kelowna General Hospital,Nasal Surgery,51,126,0.288135593
2013,Interior,Kelowna General Hospital,Nerve Surgery,20,64,0.238095238
2013,Interior,Kelowna General Hospital,Rib Resection,0,9,0
2013,Interior,Kelowna General Hospital,Tendon Surgery,29,57,0.337209302
2013,Interior,Kootenay Boundary Regional Hospital,Bladder Surgery,15,59,0.202702703
2013,Interior,Kootenay Boundary Regional Hospital,Cholecystectomy,29,80,0.266055046
2013,Interior,Kootenay Boundary Regional Hospital,Dental Surgery,8,10,0.444444444
2013,Interior,Kootenay Boundary Regional Hospital,Fracture Repair,0,18,0
2013,Interior,Kootenay Boundary Regional Hospital,Hand/Wrist Surgery,20,61,0.24691358
2013,Interior,Kootenay Boundary Regional Hospital,Hip Replacement,27,85,0.241071429
2013,Interior,Kootenay Boundary Regional Hospital,Knee Replacement,97,130,0.427312775
2013,Interior,Kootenay Boundary Regional Hospital,Nasal Surgery,38,54,0.413043478
2013,Interior,Kootenay Boundary Regional Hospital,Nerve Surgery,5,28,0.151515152
2013,Interior,Kootenay Boundary Regional Hospital,Tendon Surgery,0,14,0
2013,Interior,Kootenay Lake Hospital,Bladder Surgery,0,8,0
2013,Interior,Kootenay Lake Hospital,Cataract Surgery,523,834,0.38540899
2013,Interior,Kootenay Lake Hospital,Dental Surgery,11,44,0.2
2013,Interior,Kootenay Lake Hospital,Hand/Wrist Surgery,0,9,0
2013,Interior,Lillooet Hospital and Health Centre,Hand/Wrist Surgery,0,0,1
2013,Interior,Penticton Regional Hospital,Bladder Surgery,19,131,0.126666667
2013,Interior,Penticton Regional Hospital,Cholecystectomy,31,98,0.240310078
2013,Interior,Penticton Regional Hospital,Fracture Repair,0,0,1
2013,Interior,Penticton Regional Hospital,Hand/Wrist Surgery,42,99,0.29787234
2013,Interior,Penticton Regional Hospital,Hip Replacement,85,121,0.412621359
2013,Interior,Penticton Regional Hospital,Knee Replacement,110,193,0.363036304
2013,Interior,Penticton Regional Hospital,Nasal Surgery,30,69,0.303030303
2013,Interior,Penticton Regional Hospital,Nerve Surgery,0,7,0
2013,Interior,Pleasant Valley Health Centre,Cataract Surgery,750,2005,0.272232305
2013,Interior,Queen Victoria Hospital,Hand/Wrist Surgery,8,34,0.19047619
2013,Interior,Royal Inland Hospital,Bladder Surgery,64,229,0.218430034
2013,Interior,Royal Inland Hospital,Cataract Surgery,1025,1614,0.388404699
2013,Interior,Royal Inland Hospital,Cholecystectomy,52,256,0.168831169
2013,Interior,Royal Inland Hospital,Cranial Surgery,5,36,0.12195122
2013,Interior,Royal Inland Hospital,Dental Surgery,90,160,0.36
2013,Interior,Royal Inland Hospital,Examination Under Anaesthetic,0,6,0
2013,Interior,Royal Inland Hospital,Fracture Repair,6,48,0.111111111
2013,Interior,Royal Inland Hospital,Hand/Wrist Surgery,26,72,0.265306122
2013,Interior,Royal Inland Hospital,Hip Replacement,273,241,0.531128405
2013,Interior,Royal Inland Hospital,Knee Replacement,340,381,0.471567268
2013,Interior,Royal Inland Hospital,Nasal Surgery,51,56,0.476635514
2013,Interior,Royal Inland Hospital,Nerve Surgery,148,181,0.449848024
2013,Interior,Royal Inland Hospital,Tendon Surgery,15,66,0.185185185
2013,Interior,Shuswap Lake General Hospital,Bladder Surgery,0,16,0
2013,Interior,Shuswap Lake General Hospital,Cholecystectomy,11,81,0.119565217
2013,Interior,Shuswap Lake General Hospital,Dental Surgery,0,11,0
2013,Interior,Shuswap Lake General Hospital,Hand/Wrist Surgery,19,91,0.172727273
2013,Interior,Shuswap Lake General Hospital,Nerve Surgery,0,8,0
2013,Interior,Summerland Memorial Health Centre,Cataract Surgery,352,1491,0.190992946
2013,Interior,Summerland Memorial Health Centre,Dental Surgery,18,46,0.28125
2013,Interior,Summerland Memorial Health Centre,Nasal Surgery,56,134,0.294736842
2013,Interior,Vernon Jubilee Hospital,Bladder Surgery,24,211,0.10212766
2013,Interior,Vernon Jubilee Hospital,Cholecystectomy,49,181,0.213043478
2013,Interior,Vernon Jubilee Hospital,Dental Surgery,33,15,0.6875
2013,Interior,Vernon Jubilee Hospital,Examination Under Anaesthetic,0,0,1
2013,Interior,Vernon Jubilee Hospital,Fracture Repair,0,16,0
2013,Interior,Vernon Jubilee Hospital,Hand/Wrist Surgery,7,26,0.212121212
2013,Interior,Vernon Jubilee Hospital,Hip Replacement,191,169,0.530555556
2013,Interior,Vernon Jubilee Hospital,Knee Replacement,416,245,0.62934947
2013,Interior,Vernon Jubilee Hospital,Nasal Surgery,28,12,0.7
2013,Interior,Vernon Jubilee Hospital,Nerve Surgery,0,0,1
2013,Interior,Vernon Jubilee Hospital,Tendon Surgery,54,28,0.658536585
2013,Northern,Bulkley Valley District Hospital,Cholecystectomy,0,9,0
2013,Northern,Dawson Creek and District Hospital,Bladder Surgery,0,17,0
2013,Northern,Dawson Creek and District Hospital,Cholecystectomy,41,38,0.518987342
2013,Northern,Dawson Creek and District Hospital,Dental Surgery,0,7,0
2013,Northern,Dawson Creek and District Hospital,Fracture Repair,0,18,0
2013,Northern,Dawson Creek and District Hospital,Hip Replacement,18,55,0.246575342
2013,Northern,Dawson Creek and District Hospital,Knee Replacement,35,52,0.402298851
2013,Northern,Dawson Creek and District Hospital,Nerve Surgery,7,33,0.175
2013,Northern,Dawson Creek and District Hospital,Tendon Surgery,0,0,1
2013,Northern,Fort St John General Hospital,Cataract Surgery,172,329,0.343313373
2013,Northern,Fort St John General Hospital,Cholecystectomy,0,66,0
2013,Northern,Fort St John General Hospital,Hand/Wrist Surgery,0,50,0
2013,Northern,Fort St John General Hospital,Nasal Surgery,0,9,0
2013,Northern,Fort St John General Hospital,Nerve Surgery,0,0,1
2013,Northern,G.R. Baker Memorial Hospital,Bladder Surgery,0,6,0
2013,Northern,G.R. Baker Memorial Hospital,Cholecystectomy,15,31,0.326086957
2013,Northern,G.R. Baker Memorial Hospital,Dental Surgery,7,47,0.12962963
2013,Northern,G.R. Baker Memorial Hospital,Examination Under Anaesthetic,0,12,0
2013,Northern,Kitimat General Hospital,Cholecystectomy,0,23,0
2013,Northern,Kitimat General Hospital,Hip Replacement,8,25,0.242424242
2013,Northern,Kitimat General Hospital,Knee Replacement,12,51,0.19047619
2013,Northern,Kitimat General Hospital,Nasal Surgery,0,0,1
2013,Northern,Kitimat General Hospital,Tendon Surgery,0,0,1
2013,Northern,Mills Memorial Hospital,Bladder Surgery,0,0,1
2013,Northern,Mills Memorial Hospital,Cataract Surgery,213,508,0.295423024
2013,Northern,Mills Memorial Hospital,Cholecystectomy,0,71,0
2013,Northern,Mills Memorial Hospital,Hand/Wrist Surgery,0,25,0
2013,Northern,Mills Memorial Hospital,Nasal Surgery,5,42,0.106382979
2013,Northern,Prince Rupert Regional Hospital,Bladder Surgery,0,10,0
2013,Northern,Prince Rupert Regional Hospital,Cholecystectomy,0,34,0
2013,Northern,Prince Rupert Regional Hospital,Knee Replacement,0,24,0
2013,Northern,Prince Rupert Regional Hospital,Nerve Surgery,0,17,0
2013,Northern,Prince Rupert Regional Hospital,Tendon Surgery,0,15,0
2013,Northern,St. John Hospital,Dental Surgery,0,0,1
2013,Northern,St. John Hospital,Hand/Wrist Surgery,9,14,0.391304348
2013,Northern,St. John Hospital,Nasal Surgery,8,17,0.32
2013,Northern,St. John Hospital,Nerve Surgery,0,8,0
2013,Northern,St. John Hospital,Tendon Surgery,0,0,1
2013,Northern,The University Hospital of Northern British Columbia,Bariatric Surgery,0,0,1
2013,Northern,The University Hospital of Northern British Columbia,Bladder Surgery,18,149,0.107784431
2013,Northern,The University Hospital of Northern British Columbia,Cataract Surgery,334,1070,0.237891738
2013,Northern,The University Hospital of Northern British Columbia,Cholecystectomy,42,215,0.163424125
2013,Northern,The University Hospital of Northern British Columbia,Dental Surgery,23,160,0.12568306
2013,Northern,The University Hospital of Northern British Columbia,Examination Under Anaesthetic,0,26,0
2013,Northern,The University Hospital of Northern British Columbia,Fracture Repair,0,23,0
2013,Northern,The University Hospital of Northern British Columbia,Hand/Wrist Surgery,10,26,0.277777778
2013,Northern,The University Hospital of Northern British Columbia,Hip Replacement,99,205,0.325657895
2013,Northern,The University Hospital of Northern British Columbia,Knee Replacement,225,360,0.384615385
2013,Northern,The University Hospital of Northern British Columbia,Nasal Surgery,20,32,0.384615385
2013,Northern,The University Hospital of Northern British Columbia,Nerve Surgery,9,20,0.310344828
2013,Northern,The University Hospital of Northern British Columbia,Tendon Surgery,5,22,0.185185185
2013,Provincial Health Services Authority,B.C. Cancer Agency,Examination Under Anaesthetic,0,6,0
2013,Provincial Health Services Authority,B.C. Children's Hospital,Cataract Surgery,0,0,1
2013,Provincial Health Services Authority,B.C. Children's Hospital,Dental Surgery,15,47,0.241935484
2013,Provincial Health Services Authority,B.C. Children's Hospital,Examination Under Anaesthetic,0,8,0
2013,Provincial Health Services Authority,B.C. Children's Hospital,Fracture Repair,0,0,1
2013,Provincial Health Services Authority,B.C. Children's Hospital,Tendon Surgery,0,0,1
2013,Vancouver Coastal,Lions Gate Hospital,Bladder Surgery,46,342,0.118556701
2013,Vancouver Coastal,Lions Gate Hospital,Cataract Surgery,797,2756,0.224317478
2013,Vancouver Coastal,Lions Gate Hospital,Cholecystectomy,61,168,0.266375546
2013,Vancouver Coastal,Lions Gate Hospital,Cranial Surgery,0,69,0
2013,Vancouver Coastal,Lions Gate Hospital,Dental Surgery,0,8,0
2013,Vancouver Coastal,Lions Gate Hospital,Examination Under Anaesthetic,0,0,1
2013,Vancouver Coastal,Lions Gate Hospital,Facial Bone Reconstruction,0,0,1
2013,Vancouver Coastal,Lions Gate Hospital,Fracture Repair,6,26,0.1875
2013,Vancouver Coastal,Lions Gate Hospital,Hand/Wrist Surgery,0,7,0
2013,Vancouver Coastal,Lions Gate Hospital,Hip Replacement,155,319,0.327004219
2013,Vancouver Coastal,Lions Gate Hospital,Knee Replacement,266,445,0.374120956
2013,Vancouver Coastal,Lions Gate Hospital,Nasal Surgery,31,99,0.238461538
2013,Vancouver Coastal,Lions Gate Hospital,Nerve Surgery,8,23,0.258064516
2013,Vancouver Coastal,Powell River General Hospital,Cataract Surgery,27,199,0.119469027
2013,Vancouver Coastal,Powell River General Hospital,Cholecystectomy,0,41,0
2013,Vancouver Coastal,Powell River General Hospital,Dental Surgery,5,60,0.076923077
2013,Vancouver Coastal,Powell River General Hospital,Examination Under Anaesthetic,0,46,0
2013,Vancouver Coastal,Richmond Hospital,Bariatric Surgery,15,92,0.140186916
2013,Vancouver Coastal,Richmond Hospital,Bladder Surgery,53,127,0.294444444
2013,Vancouver Coastal,Richmond Hospital,Cataract Surgery,154,625,0.197689345
2013,Vancouver Coastal,Richmond Hospital,Cholecystectomy,98,170,0.365671642
2013,Vancouver Coastal,Richmond Hospital,Examination Under Anaesthetic,0,0,1
2013,Vancouver Coastal,Richmond Hospital,Hand/Wrist Surgery,5,22,0.185185185
2013,Vancouver Coastal,Richmond Hospital,Hip Replacement,62,166,0.271929825
2013,Vancouver Coastal,Richmond Hospital,Knee Replacement,199,287,0.409465021
2013,Vancouver Coastal,Richmond Hospital,Nasal Surgery,76,193,0.282527881
2013,Vancouver Coastal,Richmond Hospital,Nerve Surgery,9,17,0.346153846
2013,Vancouver Coastal,Richmond Hospital,Tendon Surgery,8,14,0.363636364
2013,Vancouver Coastal,Squamish General Hospital,Bladder Surgery,5,9,0.357142857
2013,Vancouver Coastal,Squamish General Hospital,Dental Surgery,0,0,1
2013,Vancouver Coastal,Squamish General Hospital,Fracture Repair,0,43,0
2013,Vancouver Coastal,Squamish General Hospital,Hand/Wrist Surgery,0,13,0
2013,Vancouver Coastal,Squamish General Hospital,Nasal Surgery,6,0,1
2013,Vancouver Coastal,Squamish General Hospital,Tendon Surgery,0,8,0
2013,Vancouver Coastal,St. Mary's Hospital,Bladder Surgery,0,10,0
2013,Vancouver Coastal,St. Mary's Hospital,Cataract Surgery,63,163,0.278761062
2013,Vancouver Coastal,St. Mary's Hospital,Cholecystectomy,7,21,0.25
2013,Vancouver Coastal,St. Mary's Hospital,Dental Surgery,0,35,0
2013,Vancouver Coastal,St. Mary's Hospital,Examination Under Anaesthetic,0,0,1
2013,Vancouver Coastal,St. Mary's Hospital,Hand/Wrist Surgery,11,26,0.297297297
2013,Vancouver Coastal,St. Mary's Hospital,Tendon Surgery,0,0,1
2013,Vancouver Coastal,St. Paul's Hospital,Bladder Surgery,62,197,0.239382239
2013,Vancouver Coastal,St. Paul's Hospital,Cholecystectomy,51,107,0.32278481
2013,Vancouver Coastal,St. Paul's Hospital,Examination Under Anaesthetic,7,13,0.35
2013,Vancouver Coastal,St. Paul's Hospital,Fracture Repair,15,29,0.340909091
2013,Vancouver Coastal,St. Paul's Hospital,Hand/Wrist Surgery,44,66,0.4
2013,Vancouver Coastal,St. Paul's Hospital,Hip Replacement,32,98,0.246153846
2013,Vancouver Coastal,St. Paul's Hospital,Knee Replacement,61,91,0.401315789
2013,Vancouver Coastal,St. Paul's Hospital,Nasal Surgery,59,75,0.440298507
2013,Vancouver Coastal,St. Paul's Hospital,Nerve Surgery,12,20,0.375
2013,Vancouver Coastal,St. Paul's Hospital,Tendon Surgery,35,32,0.52238806
2013,Vancouver Coastal,UBC Health Sciences Centre,Bladder Surgery,32,175,0.154589372
2013,Vancouver Coastal,UBC Health Sciences Centre,Cholecystectomy,71,210,0.252669039
2013,Vancouver Coastal,UBC Health Sciences Centre,Dental Surgery,83,305,0.213917526
2013,Vancouver Coastal,UBC Health Sciences Centre,Examination Under Anaesthetic,0,5,0
2013,Vancouver Coastal,UBC Health Sciences Centre,Facial Bone Reconstruction,20,163,0.109289617
2013,Vancouver Coastal,UBC Health Sciences Centre,Fracture Repair,0,6,0
2013,Vancouver Coastal,UBC Health Sciences Centre,Hand/Wrist Surgery,0,58,0
2013,Vancouver Coastal,UBC Health Sciences Centre,Hip Replacement,318,829,0.277244987
2013,Vancouver Coastal,UBC Health Sciences Centre,Knee Replacement,344,698,0.330134357
2013,Vancouver Coastal,UBC Health Sciences Centre,Nasal Surgery,173,313,0.355967078
2013,Vancouver Coastal,UBC Health Sciences Centre,Nerve Surgery,0,7,0
2013,Vancouver Coastal,UBC Health Sciences Centre,Tendon Surgery,0,25,0
2013,Vancouver Island,Campbell River and District General Hospital,Bladder Surgery,15,25,0.375
2013,Vancouver Island,Campbell River and District General Hospital,Cholecystectomy,46,93,0.330935252
2013,Vancouver Island,Campbell River and District General Hospital,Dental Surgery,85,233,0.267295597
2013,Vancouver Island,Campbell River and District General Hospital,Fracture Repair,0,20,0
2013,Vancouver Island,Campbell River and District General Hospital,Hand/Wrist Surgery,13,31,0.295454545
2013,Vancouver Island,Campbell River and District General Hospital,Hip Replacement,101,120,0.457013575
2013,Vancouver Island,Campbell River and District General Hospital,Knee Replacement,176,136,0.564102564
2013,Vancouver Island,Campbell River and District General Hospital,Nasal Surgery,33,56,0.370786517
2013,Vancouver Island,Campbell River and District General Hospital,Nerve Surgery,5,11,0.3125
2013,Vancouver Island,Campbell River and District General Hospital,Tendon Surgery,6,24,0.2
2013,Vancouver Island,Cowichan District Hospital,Bladder Surgery,9,99,0.083333333
2013,Vancouver Island,Cowichan District Hospital,Cataract Surgery,119,957,0.110594796
2013,Vancouver Island,Cowichan District Hospital,Cholecystectomy,15,97,0.133928571
2013,Vancouver Island,Cowichan District Hospital,Dental Surgery,29,59,0.329545455
2013,Vancouver Island,Cowichan District Hospital,Facial Bone Reconstruction,0,5,0
2013,Vancouver Island,Cowichan District Hospital,Fracture Repair,0,11,0
2013,Vancouver Island,Cowichan District Hospital,Hand/Wrist Surgery,21,36,0.368421053
2013,Vancouver Island,Cowichan District Hospital,Hip Replacement,100,117,0.460829493
2013,Vancouver Island,Cowichan District Hospital,Knee Replacement,187,151,0.553254438
2013,Vancouver Island,Cowichan District Hospital,Nasal Surgery,17,100,0.145299145
2013,Vancouver Island,Cowichan District Hospital,Nerve Surgery,15,20,0.428571429
2013,Vancouver Island,Cowichan District Hospital,Tendon Surgery,0,8,0
2013,Vancouver Island,Saanich Peninsula Hospital,Bladder Surgery,8,36,0.181818182
2013,Vancouver Island,Saanich Peninsula Hospital,Cataract Surgery,306,612,0.333333333
2013,Vancouver Island,Saanich Peninsula Hospital,Cholecystectomy,24,72,0.25
2013,Vancouver Island,Saanich Peninsula Hospital,Dental Surgery,24,49,0.328767123
2013,Vancouver Island,Saanich Peninsula Hospital,Examination Under Anaesthetic,6,15,0.285714286
2013,Vancouver Island,Saanich Peninsula Hospital,Hand/Wrist Surgery,0,32,0
2013,Vancouver Island,Saanich Peninsula Hospital,Nasal Surgery,0,7,0
2013,Vancouver Island,Saanich Peninsula Hospital,Nerve Surgery,13,22,0.371428571
2013,Vancouver Island,Saanich Peninsula Hospital,Tendon Surgery,0,14,0
2013,Vancouver Island,St. Joseph's General Hospital,Bladder Surgery,14,138,0.092105263
2013,Vancouver Island,St. Joseph's General Hospital,Cataract Surgery,413,1924,0.176722294
2013,Vancouver Island,St. Joseph's General Hospital,Cholecystectomy,33,105,0.239130435
2013,Vancouver Island,St. Joseph's General Hospital,Dental Surgery,31,92,0.25203252
2013,Vancouver Island,St. Joseph's General Hospital,Facial Bone Reconstruction,0,0,1
2013,Vancouver Island,St. Joseph's General Hospital,Fracture Repair,0,5,0
2013,Vancouver Island,St. Joseph's General Hospital,Hip Replacement,72,116,0.382978723
2013,Vancouver Island,St. Joseph's General Hospital,Knee Replacement,178,159,0.528189911
2013,Vancouver Island,St. Joseph's General Hospital,Nasal Surgery,25,27,0.480769231
2013,Vancouver Island,St. Joseph's General Hospital,Nerve Surgery,0,10,0
2013,Vancouver Island,St. Joseph's General Hospital,Tendon Surgery,7,7,0.5
2013,Vancouver Island,Victoria General Hospital,Bladder Surgery,141,402,0.259668508
2013,Vancouver Island,Victoria General Hospital,Cholecystectomy,90,209,0.301003344
2013,Vancouver Island,Victoria General Hospital,Cranial Surgery,11,84,0.115789474
2013,Vancouver Island,Victoria General Hospital,Dental Surgery,53,109,0.327160494
2013,Vancouver Island,Victoria General Hospital,Facial Bone Reconstruction,16,38,0.296296296
2013,Vancouver Island,Victoria General Hospital,Fracture Repair,6,16,0.272727273
2013,Vancouver Island,Victoria General Hospital,Hand/Wrist Surgery,0,0,1
2013,Vancouver Island,Victoria General Hospital,Hip Replacement,133,174,0.433224756
2013,Vancouver Island,Victoria General Hospital,Knee Replacement,206,164,0.556756757
2013,Vancouver Island,Victoria General Hospital,Nasal Surgery,64,129,0.331606218
2013,Vancouver Island,Victoria General Hospital,Nerve Surgery,35,35,0.5
2013,Vancouver Island,Victoria General Hospital,Tendon Surgery,25,27,0.480769231
